0.0 	 -2750.8246 
100.0 	 -2669.5259 
200.0 	 -2614.9904 
300.0 	 -2563.7055 
400.0 	 -2525.8346 
500.0 	 -2496.8198 
600.0 	 -2467.7561 
700.0 	 -2442.3339 
800.0 	 -2433.7232 
900.0 	 -2411.1399 
1000.0 	 -2390.5210 
1100.0 	 -2378.8934 
1200.0 	 -2355.7085 
1300.0 	 -2340.7939 
1400.0 	 -2329.2435 
1500.0 	 -2324.6802 
1600.0 	 -2323.1407 
1700.0 	 -2286.2837 
1800.0 	 -2272.7462 
1900.0 	 -2274.5272 
2000.0 	 -2271.9148 
2100.0 	 -2269.8324 
2200.0 	 -2263.9148 
2300.0 	 -2239.7621 
2400.0 	 -2221.0158 
2500.0 	 -2229.9017 
2600.0 	 -2212.6875 
2700.0 	 -2200.0159 
2800.0 	 -2171.0573 
2900.0 	 -2198.3255 
3000.0 	 -2197.2246 
3100.0 	 -2197.4755 
3200.0 	 -2203.2352 
3300.0 	 -2194.6816 
3400.0 	 -2186.2642 
3500.0 	 -2181.3230 
3600.0 	 -2178.4728 
3700.0 	 -2189.0199 
3800.0 	 -2181.7941 
3900.0 	 -2188.1827 
4000.0 	 -2175.8274 
4100.0 	 -2173.6066 
4200.0 	 -2180.1297 
4300.0 	 -2186.4258 
4400.0 	 -2183.8957 
4500.0 	 -2169.7590 
4600.0 	 -2154.7282 
4700.0 	 -2172.2921 
4800.0 	 -2176.4379 
4900.0 	 -2173.5467 
5000.0 	 -2159.4260 
5100.0 	 -2161.6048 
5200.0 	 -2189.6344 
5300.0 	 -2177.0712 
5400.0 	 -2181.6409 
5500.0 	 -2189.9974 
5600.0 	 -2186.7749 
5700.0 	 -2181.4630 
5800.0 	 -2189.9807 
5900.0 	 -2188.4514 
6000.0 	 -2195.0406 
6100.0 	 -2191.8196 
6200.0 	 -2194.3050 
6300.0 	 -2187.2417 
6400.0 	 -2208.1782 
6500.0 	 -2200.0116 
6600.0 	 -2200.3818 
