100.0 	 -4585.1049 
200.0 	 -4573.5326 
300.0 	 -4548.1223 
400.0 	 -4525.3410 
500.0 	 -4542.8995 
600.0 	 -4550.9376 
700.0 	 -4543.8652 
800.0 	 -4570.4109 
900.0 	 -4550.4225 
1000.0 	 -4585.2078 
1100.0 	 -4577.3788 
1200.0 	 -4583.5594 
1300.0 	 -4605.5086 
1400.0 	 -4615.4200 
1500.0 	 -4583.6069 
1600.0 	 -4534.2492 
1700.0 	 -4571.4911 
1800.0 	 -4580.2937 
1900.0 	 -4555.4327 
2000.0 	 -4567.5687 
2100.0 	 -4566.0038 
2200.0 	 -4547.9737 
2300.0 	 -4603.6717 
2400.0 	 -4611.0889 
2500.0 	 -4694.2189 
2600.0 	 -4678.6558 
2700.0 	 -4679.2889 
2800.0 	 -4650.4214 
2900.0 	 -4637.4849 
3000.0 	 -4677.2461 
3100.0 	 -4659.6974 
3200.0 	 -4592.8300 
3300.0 	 -4622.1237 
3400.0 	 -4626.0868 
3500.0 	 -4614.5996 
3600.0 	 -4625.5348 
3700.0 	 -4569.7752 
3800.0 	 -4625.0792 
3900.0 	 -4653.4614 
4000.0 	 -4637.6852 
4100.0 	 -4643.8673 
4200.0 	 -4619.5255 
4300.0 	 -4663.3843 
4400.0 	 -4631.8386 
4500.0 	 -4680.3524 
4600.0 	 -4722.1579 
4700.0 	 -4696.5022 
4800.0 	 -4729.6126 
4900.0 	 -4703.1835 
5000.0 	 -4707.8668 
5100.0 	 -4660.0768 
5200.0 	 -4673.0967 
5300.0 	 -4656.3795 
5400.0 	 -4627.9210 
5500.0 	 -4599.7806 
5600.0 	 -4648.8831 
5700.0 	 -4649.4773 
5800.0 	 -4665.3345 
5900.0 	 -4693.9727 
6000.0 	 -4726.4832 
6100.0 	 -4744.9909 
6200.0 	 -4788.9469 
6300.0 	 -4724.8673 
6400.0 	 -4724.9143 
6500.0 	 -4685.3320 
6600.0 	 -4721.0018 
6700.0 	 -4755.1232 
6800.0 	 -4810.7441 
6900.0 	 -4796.7949 
7000.0 	 -4737.2496 
7100.0 	 -4735.1629 
7200.0 	 -4733.8855 
7300.0 	 -4781.2227 
7400.0 	 -4789.1473 
7500.0 	 -4813.7562 
7600.0 	 -4817.4775 
7700.0 	 -4822.1009 
7800.0 	 -4788.4856 
7900.0 	 -4816.5778 
8000.0 	 -4843.6187 
8100.0 	 -4867.3389 
8200.0 	 -4829.6258 
8300.0 	 -4839.4063 
8400.0 	 -4856.7404 
8500.0 	 -4827.9999 
8600.0 	 -4789.4960 
8700.0 	 -4807.4737 
8800.0 	 -4822.8427 
8900.0 	 -4841.7963 
9000.0 	 -4852.5445 
9100.0 	 -4794.1774 
9200.0 	 -4795.4408 
9300.0 	 -4843.1092 
9400.0 	 -4861.5219 
9500.0 	 -4861.1394 
9600.0 	 -4874.9262 
9700.0 	 -4895.8931 
9800.0 	 -4925.8895 
9900.0 	 -4973.8736 
10000.0 	 -4988.7908 
10100.0 	 -4945.5981 
10200.0 	 -4916.3219 
10300.0 	 -4921.4063 
10400.0 	 -4911.1395 
10500.0 	 -4874.5853 
10600.0 	 -4874.5310 
10700.0 	 -4881.8810 
10800.0 	 -4891.6363 
10900.0 	 -4896.9142 
11000.0 	 -4912.6121 
11100.0 	 -4904.3068 
11200.0 	 -4929.8410 
11300.0 	 -4953.1665 
11400.0 	 -4984.0176 
11500.0 	 -4980.7061 
11600.0 	 -4938.8474 
11700.0 	 -4963.1656 
11800.0 	 -4955.5246 
11900.0 	 -4906.5723 
12000.0 	 -4930.7026 
12100.0 	 -4928.7367 
12200.0 	 -4857.1610 
12300.0 	 -4886.8174 
12400.0 	 -4817.6888 
12500.0 	 -4872.9481 
12600.0 	 -4894.4047 
12700.0 	 -4885.6957 
12800.0 	 -4923.2417 
12900.0 	 -4897.3522 
13000.0 	 -4892.6689 
13100.0 	 -4893.3622 
13200.0 	 -4838.7241 
13300.0 	 -4836.7701 
13400.0 	 -4760.9359 
13500.0 	 -4784.3831 
13600.0 	 -4744.1472 
13700.0 	 -4728.4061 
13800.0 	 -4750.2233 
13900.0 	 -4867.9914 
14000.0 	 -4923.5577 
14100.0 	 -4897.1107 
14200.0 	 -4911.9463 
14300.0 	 -4915.2124 
14400.0 	 -4877.7660 
14500.0 	 -4853.0504 
14600.0 	 -4857.4078 
14700.0 	 -4825.9871 
14800.0 	 -4812.0551 
14900.0 	 -4846.6835 
15000.0 	 -4846.4495 
15100.0 	 -4878.3125 
15200.0 	 -4932.9309 
15300.0 	 -4942.1183 
15400.0 	 -4939.3920 
15500.0 	 -4911.1468 
15600.0 	 -4917.1998 
15700.0 	 -4925.0586 
15800.0 	 -4901.7294 
15900.0 	 -4904.7184 
16000.0 	 -4881.9266 
16100.0 	 -4853.0225 
16200.0 	 -4887.5130 
16300.0 	 -4842.1109 
16400.0 	 -4846.9808 
16500.0 	 -4862.7402 
16600.0 	 -4851.7519 
16700.0 	 -4909.4545 
16800.0 	 -4914.8171 
16900.0 	 -4915.2172 
17000.0 	 -4930.1387 
17100.0 	 -4953.7774 
17200.0 	 -4901.9891 
17300.0 	 -4905.8510 
17400.0 	 -4926.3257 
17500.0 	 -4917.3863 
17600.0 	 -4942.2224 
17700.0 	 -4952.2746 
17800.0 	 -4916.1854 
17900.0 	 -4861.9952 
18000.0 	 -4877.2959 
18100.0 	 -4826.5819 
18200.0 	 -4876.5468 
18300.0 	 -4846.8424 
18400.0 	 -4843.3569 
18500.0 	 -4842.7350 
18600.0 	 -4834.5641 
18700.0 	 -4793.4512 
18800.0 	 -4854.0441 
18900.0 	 -4874.9529 
19000.0 	 -4835.5704 
19100.0 	 -4855.0431 
19200.0 	 -4865.4151 
19300.0 	 -4846.5908 
19400.0 	 -4807.5877 
19500.0 	 -4811.5955 
19600.0 	 -4835.6643 
19700.0 	 -4846.6731 
19800.0 	 -4851.4884 
19900.0 	 -4886.9112 
20000.0 	 -4858.1232 
20100.0 	 -4869.2450 
20200.0 	 -4907.4877 
